"i","j","fij"
"GIB","ARG",9
"GRC","ARG",519
"GRL","ARG",12
"GRD","ARG",10
"GTM","ARG",48
"GIN","ARG",1
"HTI","ARG",11
"HND","ARG",34
"HUN","ARG",448
"ISL","ARG",7
"IND","ARG",52
"IDN","ARG",14
"IRN","ARG",64
"IRQ","ARG",20
"IRL","ARG",29
"ISR","ARG",274
"ITA","ARG",88244
"JAM","ARG",0
"JPN","ARG",2365
"JOR","ARG",24
"KEN","ARG",2
"LAO","ARG",136
"LVA","ARG",78
"LBN","ARG",435
"LBY","ARG",18
"LIE","ARG",27
"LTU","ARG",241
"LUX","ARG",68
"MDG","ARG",5
"MYS","ARG",2
"MLT","ARG",2
"MEX","ARG",709
"FSM","ARG",4
"MCO","ARG",9
"MAR","ARG",121
"MOZ","ARG",10
"MMR","ARG",0
"NAM","ARG",0
"NLD","ARG",173
"NZL","ARG",5
"NIC","ARG",43
"NER","ARG",0
"NGA","ARG",29
"MKD","ARG",814
"NOR","ARG",13
"PAK","ARG",0
"PAN","ARG",69
"PRY","ARG",384146
"PER","ARG",108735
"PHL","ARG",37
"POL","ARG",4126
"PRT","ARG",2437
"PRI","ARG",41
"KOR","ARG",4163
"MDA","ARG",249
"ROU","ARG",585
"RUS","ARG",1010
"SMR","ARG",2
"SAU","ARG",29
"SGP","ARG",2
"SVN","ARG",410
"SOM","ARG",0
"ZAF","ARG",65
"ESP","ARG",57214
"LKA","ARG",0
"SDN","ARG",0
"SUR","ARG",5
"SWE","ARG",99
"CHE","ARG",380
"SYR","ARG",543
"THA","ARG",27
"TTO","ARG",11
"TUN","ARG",14
"TUR","ARG",317
"TUV","ARG",2
"UGA","ARG",1
"UKR","ARG",2286
"GBR","ARG",481
"TZA","ARG",0
"USA","ARG",2382
"URY","ARG",71246
"VUT","ARG",0
"VEN","ARG",46688
"VNM","ARG",2
"ZMB","ARG",0
"ZWE","ARG",2
"AZE","ARM",45594
"BLR","ARM",185
"GEO","ARM",23069
"DEU","ARM",314
"GRC","ARM",558
"IRN","ARM",4120
"IRQ","ARM",594
"KAZ","ARM",528
"LBN","ARM",449
"RUS","ARM",12795
"SYR","ARM",9055
"TUR","ARM",347
"TKM","ARM",501
"UKR","ARM",1800
"UZB","ARM",640
"BES","ABW",141
"CHN","ABW",554
"COL","ABW",6075
"CUW","ABW",1171
"DMA","ABW",75
"DOM","ABW",2739
"GRD","ABW",195
"GUY","ABW",154
"HTI","ABW",1048
"IND","ABW",114
"JAM","ABW",508
"NLD","ABW",2241
"NIC","ABW",58
"PER","ABW",563
"PHL","ABW",516
"PRT","ABW",82
"VCT","ABW",88
"SXM","ABW",333
"SUR","ABW",717
"TUR","ABW",3
"USA","ABW",314
"VEN","ABW",1719
"AFG","AUS",23169
"ALB","AUS",1856
"DZA","AUS",713
"ASM","AUS",0
"AND","AUS",14
"AGO","AUS",274
"ATG","AUS",30
"ARG","AUS",9042
"ARM","AUS",893
"ABW","AUS",36
"AUT","AUS",8610
"AZE","AUS",406
"BHS","AUS",175
"BHR","AUS",917
"BGD","AUS",22926
"BRB","AUS",209
"BLR","AUS",1439
"BEL","AUS",3910
"BLZ","AUS",41
"BEN","AUS",34
"BMU","AUS",316
"BTN","AUS",3832
"BOL","AUS",615
"BIH","AUS",18957
"BWA","AUS",763
"BRA","AUS",22020
"VGB","AUS",0
"BRN","AUS",1678
"BGR","AUS",2306
"BFA","AUS",30
"BDI","AUS",1344
"CPV","AUS",20
"KHM","AUS",20832
"CMR","AUS",214
"CAN","AUS",30946
"CYM","AUS",91
"CAF","AUS",20
"TCD","AUS",30
"CHL","AUS",17235
"CHN","AUS",353875
"HKG","AUS",53971
"MAC","AUS",1749
"COL","AUS",14758
"COG","AUS",987
"COK","AUS",4192
"CRI","AUS",277
"CIV","AUS",328
"HRV","AUS",31153
"CUB","AUS",435
"CUW","AUS",89
"CYP","AUS",10397
"CZE","AUS",7287
"PRK","AUS",133
"COD","AUS",2655
"DNK","AUS",5171
"DJI","AUS",100
"DMA","AUS",20
"DOM","AUS",148
"ECU","AUS",1456
"EGY","AUS",22961
"SLV","AUS",6215
"ERI","AUS",2888
"EST","AUS",2210
"SWZ","AUS",208
"ETH","AUS",7999
"FLK","AUS",59
"FRO","AUS",9
"FJI","AUS",41979
"FIN","AUS",5714
"FRA","AUS",19508
"GUF","AUS",9
"PYF","AUS",317
"GAB","AUS",30
"GMB","AUS",48
"GEO","AUS",380
"DEU","AUS",64117
"GHA","AUS",3138
"GIB","AUS",246
"GRC","AUS",60343
"GRD","AUS",69
"GLP","AUS",9
"GUM","AUS",62
"GTM","AUS",312
"GIN","AUS",574
"GNB","AUS",9
"GUY","AUS",358
"HTI","AUS",64
"HND","AUS",178
"HUN","AUS",11028
"ISL","AUS",289
"IND","AUS",257088
"IDN","AUS",49175
"IRN","AUS",33045
"IRQ","AUS",42831
"IRL","AUS",42457
"IMN","AUS",470
"ISR","AUS",5456
"ITA","AUS",97563
"JAM","AUS",660
"JPN","AUS",35738
"JOR","AUS",3480
"KAZ","AUS",1440
"KEN","AUS",12258
"KIR","AUS",468
"KWT","AUS",3069
"KGZ","AUS",371
"LAO","AUS",6224
"LVA","AUS",2952
"LBN","AUS",47205
"LSO","AUS",76
"LBR","AUS",2040
"LBY","AUS",1405
"LIE","AUS",9
"LTU","AUS",2222
"LUX","AUS",154
"MDG","AUS",206
"MWI","AUS",817
"MYS","AUS",90924
"MDV","AUS",345
"MLI","AUS",46
"MLT","AUS",21856
"MHL","AUS",25
"MTQ","AUS",20
"MRT","AUS",30
"MUS","AUS",15809
"MEX","AUS",3483
"FSM","AUS",14
"MCO","AUS",46
"MNG","AUS",2021
"MNE","AUS",1088
"MAR","AUS",1103
"MOZ","AUS",557
"MMR","AUS",18269
"NAM","AUS",830
"NRU","AUS",396
"NPL","AUS",34852
"NLD","AUS",40177
"NCL","AUS",943
"NZL","AUS",292375
"NIC","AUS",481
"NER","AUS",20
"NGA","AUS",4836
"NIU","AUS",503
"MKD","AUS",25890
"MNP","AUS",0
"NOR","AUS",2528
"OMN","AUS",950
"PAK","AUS",31299
"PAN","AUS",149
"PRY","AUS",321
"PER","AUS",7023
"PHL","AUS",169654
"POL","AUS",31654
"PRT","AUS",9771
"PRI","AUS",94
"QAT","AUS",697
"KOR","AUS",63386
"MDA","AUS",703
"REU","AUS",142
"ROU","AUS",9306
"RUS","AUS",17713
"RWA","AUS",616
"SHN","AUS",8
"KNA","AUS",7
"LCA","AUS",4
"VCT","AUS",20
"WSM","AUS",15964
"SAU","AUS",6746
"SEN","AUS",205
"SRB","AUS",17687
"SYC","AUS",1729
"SLE","AUS",2191
"SGP","AUS",34755
"SVK","AUS",3888
"SVN","AUS",4196
"SLB","AUS",1423
"SOM","AUS",5141
"ZAF","AUS",97774
"SSD","AUS",4327
"ESP","AUS",9707
"LKA","AUS",64268
"PSE","AUS",1466
"SDN","AUS",9962
"SUR","AUS",109
"SWE","AUS",7135
"CHE","AUS",7218
"SYR","AUS",12925
"TJK","AUS",99
"THA","AUS",54473
"TLS","AUS",5186
"TGO","AUS",203
"TKL","AUS",323
"TON","AUS",6045
"TTO","AUS",999
"TUN","AUS",327
"TUR","AUS",20350
"TKM","AUS",91
"TUV","AUS",113
"UGA","AUS",2194
"UKR","AUS",10608
"ARE","AUS",5052
"GBR","AUS",614523
"TZA","AUS",2344
"USA","AUS",57770
"URY","AUS",5838
"UZB","AUS",1160
"VUT","AUS",779
"VEN","AUS",3699
"VNM","AUS",144873
"YEM","AUS",383
"ZMB","AUS",4053
"ZWE","AUS",22448
"AFG","AUT",6637
"ALB","AUT",1845
"DZA","AUT",360
"AND","AUT",0
"AGO","AUT",180
"ATG","AUT",8
"ARG","AUT",882
"ARM","AUT",1756
"AUS","AUT",1453
"AZE","AUT",605
"BHS","AUT",11
"BHR","AUT",11
"BGD","AUT",1062
"BRB","AUT",11
"BLR","AUT",1438
"BEL","AUT",1566
"BLZ","AUT",24
"BEN","AUT",29
"BMU","AUT",11
"BTN","AUT",11
"BOL","AUT",322
"BIH","AUT",88491
"BWA","AUT",17
"BRA","AUT",3922
"BRN","AUT",0
"BGR","AUT",10347
"BFA","AUT",62
"BDI","AUT",45
"CPV","AUT",27
"KHM","AUT",623
"CMR","AUT",283
"CAN","AUT",1530
"CAF","AUT",11
"TCD","AUT",4
"CHL","AUT",779
"CHN","AUT",11445
"HKG","AUT",168
"MAC","AUT",11
"COL","AUT",1102
"COG","AUT",235
"CRI","AUT",131
"CIV","AUT",75
"HRV","AUT",24505
"CUB","AUT",715
"CYP","AUT",176
"CZE","AUT",39534
"PRK","AUT",1982
"COD","AUT",366
"DNK","AUT",940
"DJI","AUT",2
"DMA","AUT",42
"DOM","AUT",2591
"ECU","AUT",433
"EGY","AUT",6370
"SLV","AUT",45
"GNQ","AUT",4
"ERI","AUT",67
"EST","AUT",320
"SWZ","AUT",17
"ETH","AUT",873
"FJI","AUT",12
"FIN","AUT",1352
"FRA","AUT",5731
"GAB","AUT",10
"GMB","AUT",76
"GEO","AUT",1862
"DEU","AUT",140926
"GHA","AUT",1226
"GRC","AUT",1686
"GRD","AUT",10
"GUM","AUT",0
"GTM","AUT",213
"GIN","AUT",75
"GNB","AUT",9
"GUY","AUT",17
"HTI","AUT",40
"HND","AUT",67
"HUN","AUT",28218
"ISL","AUT",120
"IND","AUT",6595
"IDN","AUT",951
"IRN","AUT",7864
"IRQ","AUT",2429
"IRL","AUT",511
"ISR","AUT",1309
"ITA","AUT",17015
"JAM","AUT",138
"JPN","AUT",2444
"JOR","AUT",266
"KAZ","AUT",801
"KEN","AUT",776
"KWT","AUT",106
"KGZ","AUT",500
"LAO","AUT",81
"LVA","AUT",652
"LBN","AUT",860
"LSO","AUT",4
"LBR","AUT",52
"LBY","AUT",219
"LIE","AUT",269
"LTU","AUT",701
"LUX","AUT",414
"MDG","AUT",63
"MWI","AUT",22
"MYS","AUT",295
"MDV","AUT",2
"MLI","AUT",30
"MLT","AUT",70
"MRT","AUT",2
"MUS","AUT",69
"MEX","AUT",1026
"FSM","AUT",1
"MCO","AUT",16
"MNG","AUT",1357
"MNE","AUT",12964
"MAR","AUT",1017
"MOZ","AUT",42
"MMR","AUT",45
"NAM","AUT",129
"NRU","AUT",1
"NPL","AUT",248
"NLD","AUT",5066
"NZL","AUT",235
"NIC","AUT",146
"NER","AUT",11
"NGA","AUT",3041
"MKD","AUT",11561
"NOR","AUT",689
"OMN","AUT",17
"PAK","AUT",1945
"PLW","AUT",1
"PAN","AUT",44
"PNG","AUT",33
"PRY","AUT",153
"PER","AUT",1316
"PHL","AUT",10708
"POL","AUT",41363
"PRT","AUT",833
"PRI","AUT",3
"QAT","AUT",11
"KOR","AUT",68
"MDA","AUT",1284
"ROU","AUT",45381
"RUS","AUT",20291
"RWA","AUT",111
"KNA","AUT",2
"LCA","AUT",4
"VCT","AUT",4
"WSM","AUT",3
"SMR","AUT",1
"STP","AUT",1
"SAU","AUT",229
"SEN","AUT",127
"SRB","AUT",116237
"SYC","AUT",29
"SLE","AUT",74
"SGP","AUT",204
"SVK","AUT",20410
"SVN","AUT",11624
"SLB","AUT",8
"SOM","AUT",562
"ZAF","AUT",1821
"ESP","AUT",2606
"LKA","AUT",519
"PSE","AUT",93
"SDN","AUT",196
"SUR","AUT",10
"SWE","AUT",2420
"CHE","AUT",9963
"SYR","AUT",4336
"TJK","AUT",185
"THA","AUT",5462
"TGO","AUT",95
"TON","AUT",5
"TTO","AUT",49
"TUN","AUT",1299
"TUR","AUT",99490
"TKM","AUT",107
"TUV","AUT",10
"UGA","AUT",150
"UKR","AUT",6781
"ARE","AUT",109
"GBR","AUT",5981
"TZA","AUT",89
"USA","AUT",6508
"URY","AUT",179
"UZB","AUT",488
"VUT","AUT",5
"VEN","AUT",643
"VNM","AUT",2077
"YEM","AUT",44
"ZMB","AUT",77
"ZWE","AUT",176
"AFG","AZE",51
"ARM","AZE",70206
"BLR","AZE",334
"EST","AZE",245
"GEO","AZE",25373
"DEU","AZE",152
"IRN","AZE",538
"KAZ","AZE",2024
"KGZ","AZE",1265
"MDA","AZE",222
"RUS","AZE",18603
"TJK","AZE",142
"TUR","AZE",521
"TKM","AZE",925
"UKR","AZE",1973
"UZB","AZE",8465
"ATG","BHS",8
"ARG","BHS",40
"AUS","BHS",43
"AUT","BHS",21
"BRB","BHS",91
"BEL","BHS",12
"BLZ","BHS",30
"BMU","BHS",25
"BWA","BHS",5
"BRA","BHS",66
"VGB","BHS",3
"BGR","BHS",5
"CAN","BHS",756
"CYM","BHS",10
"CHL","BHS",21
"CHN","BHS",77
"HKG","BHS",14
"COL","BHS",83
"CRI","BHS",35
"CUB","BHS",293
"DNK","BHS",9
"DMA","BHS",42
"DOM","BHS",126
"ECU","BHS",15
"EGY","BHS",13
"SLV","BHS",5
"EST","BHS",10
"SWZ","BHS",7
"FRA","BHS",54
"DEU","BHS",159
"GHA","BHS",9
"GRC","BHS",33
"GRD","BHS",20
"GTM","BHS",20
"GUY","BHS",800
"HTI","BHS",12684
"HND","BHS",9
"IND","BHS",278
"IDN","BHS",21
"IRL","BHS",28
"ITA","BHS",56
"JAM","BHS",5549
"JPN","BHS",28
"KEN","BHS",13
"MEX","BHS",52
"NLD","BHS",24
"NZL","BHS",18
"NIC","BHS",4
"NGA","BHS",81
"NOR","BHS",8
"PAK","BHS",0
"PAN","BHS",37
"PER","BHS",186
"PHL","BHS",610
"POL","BHS",13
"PRT","BHS",3
"ROU","BHS",4
"RUS","BHS",48
"KNA","BHS",22
"LCA","BHS",41
"VCT","BHS",11
"ZAF","BHS",52
"ESP","BHS",24
"LKA","BHS",18
"SWE","BHS",15
"CHE","BHS",226
"TTO","BHS",224
"TCA","BHS",979
"UGA","BHS",9
"UKR","BHS",14
"GBR","BHS",896
"USA","BHS",5276
"URY","BHS",8
"VEN","BHS",21
"ZWE","BHS",8
"AFG","BHR",227
"BGD","BHR",11424
"TCD","BHR",147
"EGY","BHR",29904
"ERI","BHR",536
"ETH","BHR",235
"FRA","BHR",834
"IND","BHR",78271
"IDN","BHR",16184
"JOR","BHR",5618
"KWT","BHR",1894
"LBN","BHR",1566
"MAR","BHR",225
"NPL","BHR",1313
"NLD","BHR",91
"NGA","BHR",681
"PAK","BHR",18522
"PHL","BHR",13273
"QAT","BHR",242
"SAU","BHR",137
"SOM","BHR",179
"SSD","BHR",329
"LKA","BHR",4880
"PSE","BHR",1622
"SDN","BHR",2927
"SYR","BHR",1057
"THA","BHR",402
"TUN","BHR",162
"TUR","BHR",754
"ARE","BHR",2064
"GBR","BHR",627
"USA","BHR",389
"YEM","BHR",5213
"BHR","BGD",21238
"BRA","BGD",10506
"KHM","BGD",13831
"CHN","BGD",114627
"IND","BGD",24246
"IDN","BGD",107648
"JPN","BGD",9691
"LAO","BGD",62080
"MYS","BGD",143351
"MMR","BGD",190007
"NPL","BGD",27505
"NOR","BGD",10077
"SGP","BGD",6748
"THA","BGD",7427
"GBR","BGD",23569
"USA","BGD",32399
"VNM","BGD",19379
"ATG","BRB",113
"AUS","BRB",12
"BHS","BRB",28
"BLZ","BRB",11
"BMU","BRB",14
"CAN","BRB",388
"CHN","BRB",18
"CUB","BRB",29
"DMA","BRB",226
"GRD","BRB",252
"GUY","BRB",3534
"HTI","BRB",23
"IND","BRB",239
"JAM","BRB",656
"KNA","BRB",60
"LCA","BRB",1325
"VCT","BRB",1879
"SUR","BRB",35
"TTO","BRB",954
"GBR","BRB",1430
"USA","BRB",563
"AFG","BLR",88
"DZA","BLR",8
"ARG","BLR",66
"ARM","BLR",2265
"AUS","BLR",15
"AUT","BLR",40
"AZE","BLR",5640
"BEL","BLR",14
"BRA","BLR",67
"BGR","BLR",29
"CAN","BLR",95
"CUB","BLR",2
"CZE","BLR",66
"PRK","BLR",40
"DNK","BLR",79
"EST","BLR",2112
"ETH","BLR",0
"FIN","BLR",1117
"GEO","BLR",3551
"DEU","BLR",30
"GRC","BLR",72
"HUN","BLR",211
"IND","BLR",8
"IRN","BLR",9
"IRL","BLR",15
"ISR","BLR",205
"ITA","BLR",2
"JOR","BLR",0
"KAZ","BLR",35766
"KGZ","BLR",2668
"LVA","BLR",7306
"LBN","BLR",0
"LTU","BLR",12633
"MNG","BLR",123
"NOR","BLR",26
"PAK","BLR",0
"POL","BLR",253
"KOR","BLR",14
"MDA","BLR",3475
"ROU","BLR",12
"RUS","BLR",372526
"SRB","BLR",12
"SVK","BLR",17
"ESP","BLR",18
"SWE","BLR",160
"CHE","BLR",15
"SYR","BLR",0
"TJK","BLR",2739
"TUR","BLR",0
"TKM","BLR",2762
"UKR","BLR",115053
"ARE","BLR",11
"GBR","BLR",286
"USA","BLR",49
"URY","BLR",23
"UZB","BLR",7540
"VNM","BLR",191
"YEM","BLR",5
"AFG","BEL",5993
"ALB","BEL",5472
"DZA","BEL",12128
"AGO","BEL",3388
"ARG","BEL",1315
"ARM","BEL",753
"AUS","BEL",767
"AUT","BEL",1967
"AZE","BEL",104
"BHS","BEL",7
"BHR","BEL",25
"BGD","BEL",1123
"BRB","BEL",11
"BLR","BEL",278
"BEN","BEL",647
"BTN","BEL",85
"BOL","BEL",742
"BIH","BEL",313
"BWA","BEL",20
"BRA","BEL",8777
"BGR","BEL",17406
"BFA","BEL",790
"BDI","BEL",4404
"CPV","BEL",478
"KHM","BEL",955
"CMR","BEL",10057
"CAN","BEL",2790
"CAF","BEL",218
"TCD","BEL",242
"CHL","BEL",2288
"CHN","BEL",12162
"COL","BEL",4014
"COG","BEL",2169
"CRI","BEL",184
"CIV","BEL",3144
"HRV","BEL",228
"CUB","BEL",1166
"CYP","BEL",267
"CZE","BEL",391
"PRK","BEL",57
"COD","BEL",48042
"DNK","BEL",1415
"DJI","BEL",729
"DMA","BEL",112
"DOM","BEL",1867
"ECU","BEL",3939
"EGY","BEL",1585
"SLV","BEL",397
"GNQ","BEL",73
"ERI","BEL",185
"EST","BEL",677
"ETH","BEL",2174
"FJI","BEL",14
"FIN","BEL",1755
"FRA","BEL",105139
"GAB","BEL",403
"GMB","BEL",323
"GEO","BEL",271
"DEU","BEL",45996
"GHA","BEL",4817
"GRC","BEL",8897
"GTM","BEL",459
"GIN","BEL",7508
"GNB","BEL",132
"GUY","BEL",56
"HTI","BEL",1134
"HND","BEL",202
"HUN","BEL",4718
"ISL","BEL",125
"IND","BEL",10967
"IDN","BEL",2303
"IRN","BEL",5048
"IRQ","BEL",6842
"IRL","BEL",1758
"ISR","BEL",1449
"ITA","BEL",60915
"JAM","BEL",263
"JPN","BEL",2735
"JOR","BEL",468
"KAZ","BEL",551
"KEN","BEL",1032
"KWT","BEL",123
"KGZ","BEL",176
"LAO","BEL",640
"LVA","BEL",1139
"LBN","BEL",2883
"LSO","BEL",12
"LBR","BEL",362
"LBY","BEL",413
"LIE","BEL",4
"LTU","BEL",1493
"LUX","BEL",7580
"MDG","BEL",1651
"MWI","BEL",46
"MYS","BEL",458
"MDV","BEL",2
"MLI","BEL",477
"MLT","BEL",244
"MRT","BEL",576
"MUS","BEL",2654
"MEX","BEL",1682
"MCO","BEL",77
"MNG","BEL",528
"MNE","BEL",11
"MAR","BEL",109492
"MOZ","BEL",253
"MMR","BEL",71
"NAM","BEL",42
"NRU","BEL",0
"NPL","BEL",1866
"NLD","BEL",68569
"NZL","BEL",189
"NIC","BEL",196
"NER","BEL",791
"NGA","BEL",3165
"MKD","BEL",753
"NOR","BEL",654
"OMN","BEL",22
"PAK","BEL",4945
"PLW","BEL",0
"PAN","BEL",119
"PNG","BEL",22
"PRY","BEL",333
"PER","BEL",2497
"PHL","BEL",8891
"POL","BEL",45330
"PRT","BEL",18447
"KOR","BEL",2985
"MDA","BEL",684
"ROU","BEL",38187
"RUS","BEL",3745
"RWA","BEL",8165
"SMR","BEL",6
"STP","BEL",51
"SAU","BEL",322
"SEN","BEL",2747
"SRB","BEL",212
"SYC","BEL",56
"SLE","BEL",778
"SGP","BEL",375
"SVK","BEL",763
"SVN","BEL",110
"SOM","BEL",2730
"ZAF","BEL",2071
"ESP","BEL",26399
"LKA","BEL",1103
"PSE","BEL",420
"SDN","BEL",414
"SUR","BEL",2129
"SWE","BEL",1883
"CHE","BEL",2908
"SYR","BEL",10685
"TJK","BEL",31
"THA","BEL",7562
"TGO","BEL",2609
"TUN","BEL",5715
"TUR","BEL",49827
"TKM","BEL",4
"UGA","BEL",419
"UKR","BEL",987
"GBR","BEL",10817
"TZA","BEL",360
"USA","BEL",8413
"URY","BEL",249
"UZB","BEL",215
"VEN","BEL",1049
"VNM","BEL",4964
"YEM","BEL",107
"ZMB","BEL",217
"ZWE","BEL",274
"CAN","BLZ",455
"CHN","BLZ",1013
"HKG","BLZ",37
"SLV","BLZ",4722
"DEU","BLZ",26
"GTM","BLZ",13373
"HTI","BLZ",26
"HND","BLZ",4713
"IND","BLZ",291
"JAM","BLZ",212
"LBN","BLZ",16
"MEX","BLZ",1824
"NGA","BLZ",7
"GBR","BLZ",173
"USA","BLZ",2145
"BFA","BEN",5559
"TCD","BEN",384
"COG","BEN",1943
"CIV","BEN",18302
"FRA","BEN",685
"GHA","BEN",9214
"MLI","BEN",1367
"NER","BEN",34465
"NGA","BEN",42909
"TGO","BEN",71599
"AUS","BMU",29
"AUT","BMU",13
"BEL","BMU",10
"CAN","BMU",1063
"CHN","BMU",163
"CUB","BMU",12
"DNK","BMU",14
"DOM","BMU",9
"FRA","BMU",59
"DEU","BMU",116
"GHA","BMU",51
"GRC","BMU",49
"GUY","BMU",47
"HTI","BMU",871
"IND","BMU",273
"IRL","BMU",45
"ISR","BMU",31
"ITA","BMU",37
"JAM","BMU",290
"JPN","BMU",260
"MYS","BMU",23
"NGA","BMU",78
"PAK","BMU",17
"PHL","BMU",188
"POL","BMU",14
"PRT","BMU",791
"ROU","BMU",9
"ZAF","BMU",104
"ESP","BMU",53
"CHE","BMU",58
"TTO","BMU",31
"TUR","BMU",59
"TCA","BMU",76
"GBR","BMU",2735
"USA","BMU",1681
"AUS","BTN",5
"BGD","BTN",17
"CAN","BTN",19
"CHN","BTN",242
"DNK","BTN",13
"FRA","BTN",15
"DEU","BTN",12
"IND","BTN",6492
"ITA","BTN",4
"JPN","BTN",47
"MMR","BTN",13
"NPL","BTN",303
"NLD","BTN",6
"NZL","BTN",9
"PAK","BTN",0
"PHL","BTN",4
"KOR","BTN",17
"SGP","BTN",9
"LKA","BTN",15
"SWE","BTN",10
"CHE","BTN",5
"THA","BTN",29
"GBR","BTN",21
"USA","BTN",67
"AFG","BOL",0
"ALB","BOL",1
"DZA","BOL",1
"AND","BOL",0
"AGO","BOL",1
"ATG","BOL",0
"ARG","BOL",22807
"ARM","BOL",2
"ABW","BOL",1
"AUS","BOL",111
"AUT","BOL",94
"AZE","BOL",1
"BHS","BOL",0
"BHR","BOL",0
"BGD","BOL",1
"BRB","BOL",0
"BLR","BOL",2
"BEL","BOL",188
"BLZ","BOL",490
"BEN","BOL",1
"BMU","BOL",0
"BES","BOL",10
"BIH","BOL",2
"BRA","BOL",13425
"BGR","BOL",13
"BDI","BOL",0
"CPV","BOL",90
"KHM","BOL",0
"CMR","BOL",1
"CAN","BOL",795
"CAF","BOL",15
"TCD","BOL",0
"CHL","BOL",2463
"CHN","BOL",462
"HKG","BOL",1
"COL","BOL",1354
"COG","BOL",2
"CRI","BOL",77
"CIV","BOL",2
"HRV","BOL",16
"CUB","BOL",949
"CUW","BOL",89
"CYP","BOL",2
"CZE","BOL",37
"PRK","BOL",3
"COD","BOL",2
"DNK","BOL",66
"DMA","BOL",1
"DOM","BOL",58
"ECU","BOL",489
"EGY","BOL",6
"SLV","BOL",77
"ERI","BOL",0
"EST","BOL",5
"ETH","BOL",0
"FJI","BOL",0
"FIN","BOL",21
"FRA","BOL",565
"GUF","BOL",0
"GAB","BOL",0
