"i","j","fij"
"BGR","AUS",4284
"BFA","AUS",63
"BDI","AUS",2740
"CPV","AUS",42
"KHM","AUS",38278
"CMR","AUS",539
"CAN","AUS",57798
"CYM","AUS",158
"CAF","AUS",42
"TCD","AUS",63
"CHL","AUS",33707
"CHN","AUS",641624
"HKG","AUS",105165
"MAC","AUS",3237
"COL","AUS",27835
"COG","AUS",1851
"COK","AUS",8590
"CRI","AUS",571
"CIV","AUS",677
"HRV","AUS",62527
"CUB","AUS",973
"CUW","AUS",158
"CYP","AUS",20514
"CZE","AUS",13796
"PRK","AUS",264
"COD","AUS",5438
"DNK","AUS",10685
"DJI","AUS",211
"DMA","AUS",42
"DOM","AUS",232
"ECU","AUS",2898
"EGY","AUS",48382
"SLV","AUS",12092
"ERI","AUS",5776
"EST","AUS",3819
"SWZ","AUS",402
"ETH","AUS",15668
"FLK","AUS",116
"FRO","AUS",21
"FJI","AUS",79424
"FIN","AUS",9606
"FRA","AUS",40733
"GUF","AUS",21
"PYF","AUS",581
"GAB","AUS",63
"GMB","AUS",137
"GEO","AUS",708
"DEU","AUS",122601
"GHA","AUS",7067
"GIB","AUS",507
"GRC","AUS",117702
"GRD","AUS",148
"GLP","AUS",21
"GUM","AUS",126
"GTM","AUS",603
"GIN","AUS",1110
"GNB","AUS",21
"GUY","AUS",698
"HTI","AUS",137
"HND","AUS",338
"HUN","AUS",21646
"ISL","AUS",603
"IND","AUS",568971
"IDN","AUS",87274
"IRN","AUS",73002
"IRQ","AUS",89168
"IRL","AUS",92077
"IMN","AUS",983
"ISR","AUS",12442
"ITA","AUS",202617
"JAM","AUS",1385
"JPN","AUS",53175
"JOR","AUS",7871
"KAZ","AUS",2264
"KEN","AUS",24122
"KIR","AUS",782
"KWT","AUS",7617
"KGZ","AUS",592
"LAO","AUS",11701
"LVA","AUS",4983
"LBN","AUS",99705
"LSO","AUS",158
"LBR","AUS",3904
"LBY","AUS",3025
"LIE","AUS",21
"LTU","AUS",3755
"LUX","AUS",296
"MDG","AUS",338
"MWI","AUS",1629
"MYS","AUS",174136
"MDV","AUS",645
"MLI","AUS",95
"MLT","AUS",44552
"MHL","AUS",52
"MTQ","AUS",42
"MRT","AUS",63
"MUS","AUS",31380
"MEX","AUS",6760
"FSM","AUS",31
"MCO","AUS",95
"MNG","AUS",3787
"MNE","AUS",2158
"MAR","AUS",2454
"MOZ","AUS",1089
"MMR","AUS",37537
"NAM","AUS",1639
"NRU","AUS",772
"NPL","AUS",78016
"NLD","AUS",82100
"NCL","AUS",1724
"NZL","AUS",600404
"NIC","AUS",931
"NER","AUS",42
"NGA","AUS",12135
"NIU","AUS",1036
"MKD","AUS",52201
"MNP","AUS",0
"NOR","AUS",4665
"OMN","AUS",2221
"PAK","AUS",81032
"PAN","AUS",285
"PRY","AUS",603
"PER","AUS",12473
"PHL","AUS",281216
"POL","AUS",56275
"PRT","AUS",20186
"PRI","AUS",201
"QAT","AUS",1481
"KOR","AUS",121204
"MDA","AUS",1248
"REU","AUS",264
"ROU","AUS",17954
"RUS","AUS",28735
"RWA","AUS",1153
"SHN","AUS",21
"KNA","AUS",19
"LCA","AUS",13
"VCT","AUS",47
"WSM","AUS",32173
"SAU","AUS",15171
"SEN","AUS",476
"SRB","AUS",35019
"SYC","AUS",3174
"SLE","AUS",4369
"SGP","AUS",64739
"SVK","AUS",7236
"SVN","AUS",8305
"SLB","AUS",2581
"SOM","AUS",9976
"ZAF","AUS",196142
"SSD","AUS",9342
"ESP","AUS",19594
"LKA","AUS",136979
"PSE","AUS",3364
"SDN","AUS",20620
"SUR","AUS",179
"SWE","AUS",12283
"CHE","AUS",15087
"SYR","AUS",25825
"TJK","AUS",169
"THA","AUS",80831
"TLS","AUS",10368
"TGO","AUS",402
"TKL","AUS",708
"TON","AUS",13002
"TTO","AUS",1978
"TUN","AUS",740
"TUR","AUS",42880
"TKM","AUS",126
"TUV","AUS",211
"UGA","AUS",4401
"UKR","AUS",18239
"ARE","AUS",10939
"GBR","AUS",1262204
"TZA","AUS",4972
"USA","AUS",114549
"URY","AUS",11246
"UZB","AUS",2147
"VUT","AUS",1565
"VEN","AUS",7427
"VNM","AUS",265018
"YEM","AUS",888
"ZMB","AUS",8009
"ZWE","AUS",45102
"AFG","AUT",20561
"ALB","AUT",3715
"DZA","AUT",1522
"AND","AUT",2
"AGO","AUT",402
"ATG","AUT",8
"ARG","AUT",1797
"ARM","AUT",3601
"AUS","AUT",2939
"AZE","AUT",1270
"BHS","AUT",25
"BHR","AUT",24
"BGD","AUT",3231
"BRB","AUT",24
"BLR","AUT",1967
"BEL","AUT",3039
"BLZ","AUT",48
"BEN","AUT",94
"BMU","AUT",22
"BTN","AUT",28
"BOL","AUT",600
"BIH","AUT",183169
"BWA","AUT",29
"BRA","AUT",6122
"BRN","AUT",7
"BGR","AUT",18572
"BFA","AUT",142
"BDI","AUT",114
"CPV","AUT",48
"KHM","AUT",1130
"CMR","AUT",772
"CAN","AUT",3006
"CAF","AUT",34
"TCD","AUT",14
"CHL","AUT",1485
"CHN","AUT",20910
"HKG","AUT",331
"MAC","AUT",20
"COL","AUT",1853
"COG","AUT",539
"CRI","AUT",211
"CIV","AUT",251
"HRV","AUT",47226
"CUB","AUT",1037
"CYP","AUT",383
"CZE","AUT",64923
"PRK","AUT",3171
"COD","AUT",826
"DNK","AUT",1673
"DJI","AUT",8
"DMA","AUT",60
"DOM","AUT",3689
"ECU","AUT",781
"EGY","AUT",17578
"SLV","AUT",80
"GNQ","AUT",11
"ERI","AUT",122
"EST","AUT",439
"SWZ","AUT",27
"ETH","AUT",1506
"FJI","AUT",21
"FIN","AUT",1886
"FRA","AUT",10581
"GAB","AUT",28
"GMB","AUT",741
"GEO","AUT",3914
"DEU","AUT",264081
"GHA","AUT",2920
"GRC","AUT",4725
"GRD","AUT",17
"GUM","AUT",1
"GTM","AUT",439
"GIN","AUT",357
"GNB","AUT",80
"GUY","AUT",22
"HTI","AUT",74
"HND","AUT",115
"HUN","AUT",52494
"ISL","AUT",221
"IND","AUT",16026
"IDN","AUT",1433
"IRN","AUT",18291
"IRQ","AUT",6521
"IRL","AUT",1162
"ISR","AUT",3024
"ITA","AUT",35105
"JAM","AUT",245
"JPN","AUT",3506
"JOR","AUT",884
"KAZ","AUT",1302
"KEN","AUT",1159
"KWT","AUT",298
"KGZ","AUT",764
"LAO","AUT",146
"LVA","AUT",951
"LBN","AUT",2173
"LSO","AUT",4
"LBR","AUT",323
"LBY","AUT",541
"LIE","AUT",446
"LTU","AUT",1073
"LUX","AUT",900
"MDG","AUT",88
"MWI","AUT",44
"MYS","AUT",570
"MDV","AUT",10
"MLI","AUT",116
"MLT","AUT",127
"MRT","AUT",38
"MUS","AUT",134
"MEX","AUT",1784
"FSM","AUT",1
"MCO","AUT",28
"MNG","AUT",2129
"MNE","AUT",25784
"MAR","AUT",2273
"MOZ","AUT",79
"MMR","AUT",83
"NAM","AUT",216
"NRU","AUT",1
"NPL","AUT",694
"NLD","AUT",10005
"NZL","AUT",522
"NIC","AUT",245
"NER","AUT",36
"NGA","AUT",10016
"MKD","AUT",25877
"NOR","AUT",1140
"OMN","AUT",36
"PAK","AUT",5682
"PLW","AUT",1
"PAN","AUT",73
"PNG","AUT",70
"PRY","AUT",270
"PER","AUT",1992
"PHL","AUT",16356
"POL","AUT",77899
"PRT","AUT",2033
"PRI","AUT",7
"QAT","AUT",29
"KOR","AUT",147
"MDA","AUT",2100
"ROU","AUT",82949
"RUS","AUT",36562
"RWA","AUT",249
"KNA","AUT",2
"LCA","AUT",16
"VCT","AUT",11
"WSM","AUT",4
"SMR","AUT",1
"STP","AUT",2
"SAU","AUT",563
"SEN","AUT",395
"SRB","AUT",230404
"SYC","AUT",51
"SLE","AUT",315
"SGP","AUT",337
"SVK","AUT",32073
"SVN","AUT",21140
"SLB","AUT",16
"SOM","AUT",1434
"ZAF","AUT",3295
"ESP","AUT",4865
"LKA","AUT",1158
"PSE","AUT",326
"SDN","AUT",749
"SUR","AUT",23
"SWE","AUT",4191
"CHE","AUT",18654
"SYR","AUT",11757
"TJK","AUT",335
"THA","AUT",6615
"TGO","AUT",258
"TON","AUT",8
"TTO","AUT",82
"TUN","AUT",4356
"TUR","AUT",218201
"TKM","AUT",165
"TUV","AUT",14
"UGA","AUT",323
"UKR","AUT",9717
"ARE","AUT",207
"GBR","AUT",13000
"TZA","AUT",185
"USA","AUT",13049
"URY","AUT",332
"UZB","AUT",890
"VUT","AUT",8
"VEN","AUT",1080
"VNM","AUT",3947
"YEM","AUT",112
"ZMB","AUT",133
"ZWE","AUT",351
"AFG","AZE",178
"ARM","AZE",142650
"BLR","AZE",441
"EST","AZE",466
"GEO","AZE",49137
"DEU","AZE",273
"IRN","AZE",1470
"KAZ","AZE",3479
"KGZ","AZE",2455
"MDA","AZE",271
"RUS","AZE",27633
"TJK","AZE",239
"TUR","AZE",2037
"TKM","AZE",1656
"UKR","AZE",2706
"UZB","AZE",16362
"ATG","BHS",14
"ARG","BHS",117
"AUS","BHS",88
"AUT","BHS",42
"BRB","BHS",252
"BEL","BHS",31
"BLZ","BHS",46
"BMU","BHS",41
"BWA","BHS",14
"BRA","BHS",128
"VGB","BHS",3
"BGR","BHS",22
"CAN","BHS",1663
"CYM","BHS",24
"CHL","BHS",37
"CHN","BHS",182
"HKG","BHS",27
"COL","BHS",204
"CRI","BHS",57
"CUB","BHS",425
"DNK","BHS",16
"DMA","BHS",79
"DOM","BHS",308
"ECU","BHS",45
"EGY","BHS",32
"SLV","BHS",77
"EST","BHS",16
"SWZ","BHS",12
"FRA","BHS",151
"DEU","BHS",306
"GHA","BHS",50
"GRC","BHS",96
"GRD","BHS",35
"GTM","BHS",37
"GUY","BHS",1417
"HTI","BHS",29291
"HND","BHS",45
"IND","BHS",634
"IDN","BHS",35
"IRL","BHS",62
"ITA","BHS",167
"JAM","BHS",7965
"JPN","BHS",37
"KEN","BHS",22
"MEX","BHS",142
"NLD","BHS",57
"NZL","BHS",25
"NIC","BHS",10
"NGA","BHS",169
"NOR","BHS",12
"PAK","BHS",0
"PAN","BHS",55
"PER","BHS",333
"PHL","BHS",1185
"POL","BHS",21
"PRT","BHS",16
"ROU","BHS",108
"RUS","BHS",59
"KNA","BHS",36
"LCA","BHS",82
"VCT","BHS",42
"ZAF","BHS",110
"ESP","BHS",117
"LKA","BHS",41
"SWE","BHS",30
"CHE","BHS",325
"TTO","BHS",414
"TCA","BHS",1640
"UGA","BHS",12
"UKR","BHS",19
"GBR","BHS",2115
"USA","BHS",10259
"URY","BHS",18
"VEN","BHS",31
"ZWE","BHS",15
"AFG","BHR",690
"BGD","BHR",82518
"TCD","BHR",452
"EGY","BHR",85142
"ERI","BHR",1631
"ETH","BHR",713
"FRA","BHR",2133
"IND","BHR",318547
"IDN","BHR",23696
"JOR","BHR",15255
"KWT","BHR",5693
"LBN","BHR",4745
"MAR","BHR",682
"NPL","BHR",3988
"NLD","BHR",224
"NGA","BHR",2054
"PAK","BHR",78638
"PHL","BHR",50585
"QAT","BHR",364
"SAU","BHR",429
"SOM","BHR",546
"SSD","BHR",893
"LKA","BHR",10358
"PSE","BHR",4916
"SDN","BHR",7917
"SYR","BHR",3204
"THA","BHR",1219
"TUN","BHR",492
"TUR","BHR",2284
"ARE","BHR",4253
"GBR","BHR",1744
"USA","BHR",1178
"YEM","BHR",15791
"BHR","BGD",30556
"BRA","BGD",15115
"KHM","BGD",19900
"CHN","BGD",164917
"IND","BGD",34884
"IDN","BGD",154877
"JPN","BGD",13943
"LAO","BGD",89317
"MYS","BGD",206244
"MMR","BGD",937521
"NPL","BGD",39573
"NOR","BGD",14499
"SGP","BGD",9709
"THA","BGD",10687
"GBR","BGD",33910
"USA","BGD",46614
"VNM","BGD",27883
"ATG","BRB",195
"AUS","BRB",24
"BHS","BRB",49
"BLZ","BRB",22
"BMU","BRB",28
"CAN","BRB",695
"CHN","BRB",43
"CUB","BRB",58
"DMA","BRB",340
"GRD","BRB",392
"GUY","BRB",6657
"HTI","BRB",33
"IND","BRB",467
"JAM","BRB",1003
"KNA","BRB",110
"LCA","BRB",2197
"VCT","BRB",3143
"SUR","BRB",47
"TTO","BRB",1504
"GBR","BRB",2533
"USA","BRB",1043
"AFG","BLR",278
"DZA","BLR",52
"ARG","BLR",100
"ARM","BLR",5656
"AUS","BLR",27
"AUT","BLR",58
"AZE","BLR",13324
"BEL","BLR",35
"BRA","BLR",92
"BGR","BLR",60
"CAN","BLR",153
"CUB","BLR",43
"CZE","BLR",94
"PRK","BLR",59
"DNK","BLR",196
"EST","BLR",3202
"ETH","BLR",24
"FIN","BLR",2084
"GEO","BLR",8400
"DEU","BLR",65
"GRC","BLR",106
"HUN","BLR",337
"IND","BLR",47
"IRN","BLR",48
"IRL","BLR",23
"ISR","BLR",382
"ITA","BLR",23
"JOR","BLR",29
"KAZ","BLR",69084
"KGZ","BLR",5168
"LVA","BLR",10355
"LBN","BLR",64
"LTU","BLR",17168
"MNG","BLR",165
"NOR","BLR",60
"PAK","BLR",46
"POL","BLR",472
"KOR","BLR",28
"MDA","BLR",7513
"ROU","BLR",22
"RUS","BLR",673880
"SRB","BLR",34
"SVK","BLR",26
"ESP","BLR",34
"SWE","BLR",335
"CHE","BLR",28
"SYR","BLR",81
"TJK","BLR",5608
"TUR","BLR",24
"TKM","BLR",5395
"UKR","BLR",222917
"ARE","BLR",22
"GBR","BLR",455
"USA","BLR",85
"URY","BLR",27
"UZB","BLR",14603
"VNM","BLR",361
"YEM","BLR",32
"AFG","BEL",23386
"ALB","BEL",11042
"DZA","BEL",27633
"AGO","BEL",6897
"ARG","BEL",2525
"ARM","BEL",1607
"AUS","BEL",1611
"AUT","BEL",3474
"AZE","BEL",237
"BHS","BEL",13
"BHR","BEL",54
"BGD","BEL",2796
"BRB","BEL",21
"BLR","BEL",540
"BEN","BEL",1542
"BTN","BEL",284
"BOL","BEL",1245
"BIH","BEL",615
"BWA","BEL",42
"BRA","BEL",14634
"BGR","BEL",34769
"BFA","BEL",1568
"BDI","BEL",7942
"CPV","BEL",879
"KHM","BEL",1553
"CMR","BEL",19201
"CAN","BEL",5172
"CAF","BEL",485
"TCD","BEL",535
"CHL","BEL",4450
"CHN","BEL",21031
"COL","BEL",6809
"COG","BEL",4154
"CRI","BEL",330
"CIV","BEL",6384
"HRV","BEL",412
"CUB","BEL",1901
"CYP","BEL",553
"CZE","BEL",746
"PRK","BEL",111
"COD","BEL",89101
"DNK","BEL",2609
"DJI","BEL",1452
"DMA","BEL",179
"DOM","BEL",3003
"ECU","BEL",6635
"EGY","BEL",4895
"SLV","BEL",741
"GNQ","BEL",102
"ERI","BEL",538
"EST","BEL",1001
"ETH","BEL",4751
"FJI","BEL",27
"FIN","BEL",2705
"FRA","BEL",194862
"GAB","BEL",735
"GMB","BEL",874
"GEO","BEL",554
"DEU","BEL",85150
"GHA","BEL",10131
"GRC","BEL",17832
"GTM","BEL",875
"GIN","BEL",15273
"GNB","BEL",315
"GUY","BEL",93
"HTI","BEL",2069
"HND","BEL",288
"HUN","BEL",8507
"ISL","BEL",223
"IND","BEL",22852
"IDN","BEL",3643
"IRN","BEL",11399
"IRQ","BEL",20681
"IRL","BEL",3555
"ISR","BEL",3607
"ITA","BEL",126432
"JAM","BEL",446
"JPN","BEL",4827
"JOR","BEL",1228
"KAZ","BEL",1132
"KEN","BEL",1626
"KWT","BEL",374
"KGZ","BEL",356
"LAO","BEL",1203
"LVA","BEL",1762
"LBN","BEL",7371
"LSO","BEL",15
"LBR","BEL",983
"LBY","BEL",1016
"LIE","BEL",7
"LTU","BEL",2277
"LUX","BEL",14529
"MDG","BEL",2314
"MWI","BEL",96
"MYS","BEL",799
"MDV","BEL",4
"MLI","BEL",992
"MLT","BEL",465
"MRT","BEL",2367
"MUS","BEL",3537
"MEX","BEL",2745
"MCO","BEL",144
"MNG","BEL",824
"MNE","BEL",23
"MAR","BEL",226216
"MOZ","BEL",474
"MMR","BEL",203
"NAM","BEL",77
"NRU","BEL",0
"NPL","BEL",3878
"NLD","BEL",137062
"NZL","BEL",412
"NIC","BEL",332
"NER","BEL",1989
"NGA","BEL",6203
"MKD","BEL",1541
"NOR","BEL",1234
"OMN","BEL",47
"PAK","BEL",13217
"PLW","BEL",0
"PAN","BEL",187
"PNG","BEL",32
"PRY","BEL",516
"PER","BEL",3894
"PHL","BEL",11581
"POL","BEL",80564
"PRT","BEL",38096
"KOR","BEL",4645
"MDA","BEL",1327
"ROU","BEL",81588
"RUS","BEL",7757
"RWA","BEL",14930
"SMR","BEL",15
"STP","BEL",112
"SAU","BEL",748
"SEN","BEL",6265
"SRB","BEL",411
"SYC","BEL",87
"SLE","BEL",2247
"SGP","BEL",660
"SVK","BEL",1558
"SVN","BEL",205
"SOM","BEL",6253
"ZAF","BEL",3948
"ESP","BEL",49889
"LKA","BEL",2256
"PSE","BEL",1216
"SDN","BEL",1247
"SUR","BEL",3909
"SWE","BEL",3406
"CHE","BEL",5419
"SYR","BEL",26484
"TJK","BEL",68
"THA","BEL",9746
"TGO","BEL",6194
"TUN","BEL",15682
"TUR","BEL",104059
"TKM","BEL",12
"UGA","BEL",777
"UKR","BEL",1955
"GBR","BEL",23231
"TZA","BEL",683
"USA","BEL",16980
"URY","BEL",516
"UZB","BEL",436
"VEN","BEL",1844
"VNM","BEL",8765
"YEM","BEL",302
"ZMB","BEL",367
"ZWE","BEL",506
"CAN","BLZ",885
"CHN","BLZ",2247
"HKG","BLZ",77
"SLV","BLZ",9687
"DEU","BLZ",74
"GTM","BLZ",25876
"HTI","BLZ",59
"HND","BLZ",9463
"IND","BLZ",649
"JAM","BLZ",544
"LBN","BLZ",59
"MEX","BLZ",3866
"NGA","BLZ",48
"GBR","BLZ",448
"USA","BLZ",4495
"BFA","BEN",12784
"TCD","BEN",1032
"COG","BEN",4029
"CIV","BEN",33996
"FRA","BEN",1388
"GHA","BEN",16056
"MLI","BEN",3472
"NER","BEN",77300
"NGA","BEN",86226
"TGO","BEN",112300
"AUS","BMU",69
"AUT","BMU",32
"BEL","BMU",23
"CAN","BMU",2327
"CHN","BMU",353
"CUB","BMU",30
"DNK","BMU",36
"DOM","BMU",21
"FRA","BMU",146
"DEU","BMU",251
"GHA","BMU",126
"GRC","BMU",107
"GUY","BMU",103
"HTI","BMU",1698
"IND","BMU",534
"IRL","BMU",103
"ISR","BMU",75
"ITA","BMU",73
"JAM","BMU",615
"JPN","BMU",681
"MYS","BMU",37
"NGA","BMU",190
"PAK","BMU",37
"PHL","BMU",415
"POL","BMU",33
"PRT","BMU",1639
"ROU","BMU",26
"ZAF","BMU",264
"ESP","BMU",131
"CHE","BMU",126
"TTO","BMU",68
"TUR","BMU",145
"TCA","BMU",83
"GBR","BMU",4105
"USA","BMU",3565
"AUS","BTN",28
"BGD","BTN",54
"CAN","BTN",38
"CHN","BTN",944
"DNK","BTN",39
"FRA","BTN",31
"DEU","BTN",28
"IND","BTN",46627
"ITA","BTN",13
"JPN","BTN",132
"MMR","BTN",35
"NPL","BTN",747
"NLD","BTN",20
"NZL","BTN",25
"PAK","BTN",22
"PHL","BTN",19
"KOR","BTN",34
"SGP","BTN",18
"LKA","BTN",34
"SWE","BTN",23
"CHE","BTN",25
"THA","BTN",63
"GBR","BTN",37
"USA","BTN",141
"AFG","BOL",1
"ALB","BOL",1
"DZA","BOL",3
"AND","BOL",0
"AGO","BOL",6
"ATG","BOL",0
"ARG","BOL",46609
"ARM","BOL",5
"ABW","BOL",2
"AUS","BOL",248
"AUT","BOL",173
"AZE","BOL",1
"BHS","BOL",0
"BHR","BOL",0
"BGD","BOL",30
"BRB","BOL",0
"BLR","BOL",5
"BEL","BOL",411
"BLZ","BOL",988
"BEN","BOL",1
"BMU","BOL",0
"BES","BOL",21
"BIH","BOL",10
"BRA","BOL",28045
"BGR","BOL",26
"BDI","BOL",0
"CPV","BOL",139
"KHM","BOL",0
"CMR","BOL",13
"CAN","BOL",1506
"CAF","BOL",70
"TCD","BOL",0
"CHL","BOL",5164
"CHN","BOL",1230
"HKG","BOL",2
"COL","BOL",3236
"COG","BOL",7
"CRI","BOL",159
"CIV","BOL",3
"HRV","BOL",41
"CUB","BOL",1932
"CUW","BOL",182
"CYP","BOL",2
"CZE","BOL",56
"PRK","BOL",10
"COD","BOL",3
"DNK","BOL",116
"DMA","BOL",3
"DOM","BOL",126
